<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.06.01	00:00:00	108.795	110.936	108.713	110.672	1850151	0	14
2018.07.01	00:00:00	110.617	113.16	110.27	111.791	2052126	0	14
2018.08.01	00:00:00	111.791	112.144	109.766	111.092	1393397	0	14
2018.09.01	00:00:00	111.087	113.709	110.373	113.678	1020328	0	14
2018.10.01	00:00:00	113.729	114.542	111.369	112.924	1898678	0	13
2018.11.01	00:00:00	112.924	114.2	112.298	113.482	1447528	0	14
2018.12.01	00:00:00	113.625	113.815	109.653	109.701	1669818	0	15
2019.01.01	00:00:00	109.27	109.992	104.642	108.839	1639013	0	15
2019.02.01	00:00:00	108.838	111.485	108.718	111.366	1045157	0	15
2019.03.01	00:00:00	111.368	112.13	109.702	110.804	1122034	0	14
2019.04.01	00:00:00	110.997	112.393	110.801	111.405	882740	0	14
2019.05.01	00:00:00	111.405	111.679	108.271	108.274	1142543	0	4
2019.06.01	00:00:00	108.272	108.793	106.773	107.906	973913	0	15
2019.07.01	00:00:00	108.153	108.994	107.203	108.74	669726	0	15
2019.08.01	00:00:00	108.742	109.308	104.445	106.253	1140781	0	14
2019.09.01	00:00:00	106.046	108.469	105.729	108.064	970824	0	14
2019.10.01	00:00:00	108.067	109.279	106.474	108.013	960335	0	15
2019.11.01	00:00:00	108.011	109.663	107.88	109.479	741295	0	15
2019.12.01	00:00:00	109.512	109.72	108.418	108.654	802478	0	15
2020.01.01	00:00:00	108.715	110.282	107.641	108.35	1026042	0	15
2020.02.01	00:00:00	108.437	112.219	107.498	108.036	1618502	0	15
2020.03.01	00:00:00	107.378	111.706	101.171	107.478	4746036	0	15
2020.04.01	00:00:00	107.517	109.376	106.352	107.114	1860916	0	15
2020.05.01	00:00:00	107.114	108.08	105.979	107.764	1011260	0	15
2020.06.01	00:00:00	107.635	109.844	106.064	107.849	1247364	0	15
2020.07.01	00:00:00	107.848	108.156	104.179	105.847	998271	0	15
2020.08.01	00:00:00	105.764	107.041	105.093	105.892	1198742	0	15
2020.09.01	00:00:00	105.892	106.543	103.993	105.415	1058601	0	15
2020.10.01	00:00:00	105.485	106.101	104.016	104.662	1031845	0	15
2020.11.01	00:00:00	104.496	105.67	103.169	104.266	1113392	0	15
2020.12.01	00:00:00	104.253	104.744	102.865	103.222	1023045	0	15
2021.01.01	00:00:00	103.069	104.933	102.586	104.705	924781	0	15
2021.02.01	00:00:00	104.742	106.684	104.402	106.5	782296	0	15
2021.03.01	00:00:00	106.505	110.959	106.359	110.673	1048348	0	15
2021.04.01	00:00:00	110.671	110.84	107.47	109.336	842636	0	15
2021.05.01	00:00:00	109.241	110.192	108.331	109.528	970590	0	15
2021.06.01	00:00:00	109.528	111.114	109.161	111.056	993381	0	15
