run_id,stage,params_json,trades,win_rate,non_loss_rate,profit_factor,net_profit,max_drawdown,sharpe_ratio,annual_return,composite_score,elapsed_sec
s3_b009a6c0,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.75}",261,77.23,82.8,6.03,439831.0,0.93,3.9,14.66,5.9739,43.3
s3_acc7d025,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.25}",195,51.3,78.65,8.51,414014.0,0.97,3.82,13.8,8.4275,46.6
s3_28b0397a,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",246,66.25,85.01,7.15,353713.0,1.13,3.73,11.79,7.0692,46.3
s3_4e9fd2e6,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",244,73.07,79.67,5.55,394845.0,1.13,3.55,13.16,5.4873,43.8
s3_eebe206e,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.25}",173,63.37,81.2,7.49,427160.0,1.12,3.77,14.24,7.4061,43.3
s3_a9355d49,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",253,77.55,82.31,5.73,425282.0,1.12,3.82,14.18,5.6658,46.1
s3_8271df06,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",243,77.08,80.0,4.79,387429.0,1.31,3.4,12.91,4.7273,45.5
s3_425569a1,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",262,80.86,81.6,4.8,432511.0,1.14,3.75,14.42,4.7453,44.0
s3_72cc69da,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",250,69.01,87.93,8.45,398914.0,1.12,3.82,13.3,8.3554,42.7
s3_3e194922,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",171,70.41,73.99,5.21,466020.0,1.14,3.74,15.53,5.1506,45.3
s3_41b9c804,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",252,79.7,82.16,4.93,432337.0,1.14,3.73,14.41,4.8738,47.2
s3_5f8530b1,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.5}",251,74.68,77.54,5.13,376333.0,0.91,3.46,12.54,5.0833,44.4
s3_a542b621,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.75}",245,66.54,85.41,7.58,359240.0,1.13,3.7,11.97,7.4943,42.8
s3_0408b54a,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",259,71.78,84.21,8.57,404113.0,0.65,3.91,13.47,8.5143,46.6
s3_a2ab9145,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.75}",192,61.36,73.86,9.18,448190.0,0.65,4.01,14.94,9.1203,45.1
s3_0252db01,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",192,61.36,73.86,9.19,447344.0,0.65,4.01,14.91,9.1303,43.0
s3_89033e0e,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5}",257,77.98,90.32,9.18,470970.0,0.94,4.12,15.7,9.0937,43.0
s3_81c8fb56,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.5}",238,74.67,81.79,5.79,380791.0,1.13,3.54,12.69,5.7246,45.9
s3_7867fe33,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.0}",265,65.69,83.68,8.82,392109.0,0.57,3.91,13.07,8.7697,45.6
s3_5ca9e5f0,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.25}",255,80.62,87.92,7.53,482582.0,0.94,4.03,16.09,7.4592,44.3
s3_8bc97124,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.75}",253,77.55,82.31,5.93,443869.0,1.12,3.83,14.8,5.8636,42.5
s3_63df2208,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.25}",185,51.3,77.12,7.56,405735.0,1.13,3.71,13.52,7.4746,45.4
s3_fecab4b3,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",246,66.25,85.01,7.15,353713.0,1.13,3.73,11.79,7.0692,47.2
s3_5d7b5f33,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",244,73.07,79.67,5.55,394845.0,1.13,3.55,13.16,5.4873,44.3
s3_f82e5184,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.25}",173,63.37,81.2,7.49,427160.0,1.12,3.77,14.24,7.4061,42.6
s3_c70186a4,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",253,77.55,82.31,5.73,425282.0,1.12,3.82,14.18,5.6658,45.0
s3_4606e816,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",243,77.08,80.0,4.79,387429.0,1.31,3.4,12.91,4.7273,47.1
s3_35b73032,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",262,80.86,81.6,4.8,432511.0,1.14,3.75,14.42,4.7453,45.1
s3_3eda9f77,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",250,69.01,87.93,8.45,398914.0,1.12,3.82,13.3,8.3554,42.5
s3_9d2d6e62,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",171,70.41,73.99,5.21,466020.0,1.14,3.74,15.53,5.1506,44.0
s3_78351dd2,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",252,79.7,82.16,4.93,432337.0,1.14,3.73,14.41,4.8738,47.4
s3_1a40e942,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.5}",251,74.68,77.54,5.13,376333.0,0.91,3.46,12.54,5.0833,45.3
s3_94cd5940,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.75}",245,66.54,85.41,7.58,359240.0,1.13,3.7,11.97,7.4943,41.9
s3_0787051a,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",259,71.78,84.21,8.57,404113.0,0.65,3.91,13.47,8.5143,44.9
s3_9e48ebfc,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.75}",192,61.36,73.86,9.18,448190.0,0.65,4.01,14.94,9.1203,46.7
s3_3143ca9d,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",192,61.36,73.86,9.19,447344.0,0.65,4.01,14.91,9.1303,44.3
s3_318256ab,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5}",257,77.98,90.32,9.18,470970.0,0.94,4.12,15.7,9.0937,42.7
s3_b5cb1e29,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.5}",238,74.67,81.79,5.79,380791.0,1.13,3.54,12.69,5.7246,43.7
s3_d5413fec,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.0}",265,65.69,83.68,8.82,392109.0,0.57,3.91,13.07,8.7697,46.9
s3_9601b56f,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.25}",255,80.62,87.92,7.53,482582.0,0.94,4.03,16.09,7.4592,45.5
s3_c92db823,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.75}",253,77.55,82.31,5.93,443869.0,1.12,3.83,14.8,5.8636,43.2
s3_63ff4fc8,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.25}",185,51.3,77.12,7.56,405735.0,1.13,3.71,13.52,7.4746,44.5
